Order Number|Album Name|Title|Genre|Artist|Year|Description|Image Location|Media Type|Track Number|Download Link
474|Hãy Tập Cách Sống Tốt - Thích Phước Tiến|Hãy Tập Cách Sống Tốt - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2013|Qua bài pháp thoại Hãy Tập Cách Sống Tốt do Đại Đức Thích Phước Tiến thuyết giảng chúng ta thấy lúc còn ấu thơ, chúng ta được dạy rằng phải làm điều tốt, giúp đỡ mọi người xung quanh khi có thể…nhưng lớn lên, hình như rất ít người trong chúng ta có thói quen này. Xã hội càng phát triển, chủ nghĩa cá nhân trở thành một xu thế và ai cũng chọn cho mình một vỏ ốc an toàn để ẩn nấp mà không cần biết đến tồn tại với người khác. Tại sao càng lớn chúng ta lại càng bớt vô tư và giảm dần các việc tốt? Vậy làm người tốt là làm như thế nào? Mời mọi người cùng lắng lòng nghe bài pháp thoại này.|https://lh3.googleusercontent.com/-f1_tTM_Qgiw/Umir_4ETI2I/AAAAAAAAAEg/npzFtgaYGRE/s389/phatphapungdung24102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-HayTapCachSongTot.mp3
475|Chữ Hiếu Người Việt Ngày Nay - Thích Phước Tiến|Chữ Hiếu Người Việt Ngày Nay - ĐĐ. Thích Phước Tiến|Đạo Lý Gia Đình|ĐĐ: Thích Phước Tiến|2013|Qua bài pháp thoại Chữ Hiếu Người Việt Ngày Nay chúng ta thấy đối với người Việt, hiếu thảo là truyền thống quý báu luôn được đặt lên hàng đầu, nhưng dường vì cuộc sống mà một bộ phận trong xã hội đang dần quên đi chữ Hiếu đời thường...|https://lh5.googleusercontent.com/-szVmtKcUcP4/UmisbEX4cLI/AAAAAAAAAEo/NZctNbV4V4M/s519/phatphapungdung24102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-ChuHieuNguoiVietNgayNay.mp4
476|Chữ Hiếu Người Việt Ngày Nay - Thích Phước Tiến|Chữ Hiếu Người Việt Ngày Nay - ĐĐ. Thích Phước Tiến|Đạo Lý Gia Đình|ĐĐ: Thích Phước Tiến|2013|Qua bài pháp thoại Chữ Hiếu Người Việt Ngày Nay chúng ta thấy đối với người Việt, hiếu thảo là truyền thống quý báu luôn được đặt lên hàng đầu, nhưng dường vì cuộc sống mà một bộ phận trong xã hội đang dần quên đi chữ Hiếu đời thường...|https://lh5.googleusercontent.com/-szVmtKcUcP4/UmisbEX4cLI/AAAAAAAAAEo/NZctNbV4V4M/s519/phatphapungdung24102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-ChuHieuNguoiVietNgayNay.mp3
477|Ai Hiểu Lòng Cha - Thích Phước Tiến|Ai Hiểu Lòng Cha - ĐĐ. Thích Phước Tiến|Đạo Lý Gia Đình|ĐĐ: Thích Phước Tiến|2013|Bài pháp thoại Ai Hiểu Lòng Cha do Đại Đức Thích Phước Tiến thuyết giảng. Đàn ông tay mềm dễ làm khổ người ta... - Con chưa đủ trưởng thành đễ ngẫm sai hay đúng - Nhưng con biết có đôi bàn tay hình như quá cứng - Bởi nhặt hết nhọc nhằn cho mềm mại bước con đi.|https://lh6.googleusercontent.com/-SFxCBbWbv34/Umis7lFD7uI/AAAAAAAAAEw/rhLsb4QLn8k/s519/phatphapungdung24102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-AiHieuLongCha.mp4
478|Ai Hiểu Lòng Cha - Thích Phước Tiến|Ai Hiểu Lòng Cha - ĐĐ. Thích Phước Tiến|Đạo Lý Gia Đình|ĐĐ: Thích Phước Tiến|2013|Bài pháp thoại Ai Hiểu Lòng Cha do Đại Đức Thích Phước Tiến thuyết giảng. Đàn ông tay mềm dễ làm khổ người ta... - Con chưa đủ trưởng thành đễ ngẫm sai hay đúng - Nhưng con biết có đôi bàn tay hình như quá cứng - Bởi nhặt hết nhọc nhằn cho mềm mại bước con đi.|https://lh6.googleusercontent.com/-SFxCBbWbv34/Umis7lFD7uI/AAAAAAAAAEw/rhLsb4QLn8k/s519/phatphapungdung24102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-AiHieuLongCha.mp3
479|Tiếng Ru Hời Của Mẹ - Thích Phước Tiến|Tiếng Ru Hời Của Mẹ - ĐĐ. Thích Phước Tiến|Đạo Lý Gia Đình|ĐĐ: Thích Phước Tiến|2013|Bài pháp thoại Tiếng Ru Hời Của Mẹ do Đại Đức Thích Phước Tiến thuyết giảng.'' Gió mùa thu mẹ ru con ngủ - Năm canh chày thức đủ trọn năm.'' - Lời Mẹ ru dìu dặt tựa dương cầm - Đưa con trẻ âm thầm vào giấc ngủ … - Mẹ ru con… cho cúc vàng chớm nụ - Cho đêm sang nhắn nhủ gió thu về. - Mẹ ru tình chan chứa một vùng quê - Từng đêm ánh trăng về soi bóng mẹ. - Mẹ ru con trong chuỗi ngày thơ bé - Võng đong đưa theo tiếng mẹ ru hời . - Khi bên trời lác đác giọt sương rơi - Mẹ vẫn thức ngồi ru con đêm vắng . - Ôi bóng mẹ như tượng thần lẳng lặng - Nhìn con thơ trong giấc ngủ say nồng . - Đêm muôn trùng tình mẹ ngát mênh mông - Trăng thổn thức soi tấm lòng của mẹ . - Mắt mẹ hiền dấu chân chim đã kẽ - Thời gian trôi tóc mẹ đã phai màu - Bàn tay gầy hằn những vết lo âu - Vì đời mẹ dãi dầu bao khuya sớm . - Dòng sữa mẹ nuôi đời con khôn lớn - Thương con thơ lòng chẳng gợn ưu phiền. - Ôi ngọt ngào dòng sữa mẹ thiêng liêng ! - Cho con uống đượm khắp miền thân thể . - Ân tình mẹ rộng sâu như trời bể - Ngàn lời thơ chẳng kể hết ơn Người - Mượn cung đàn muôn điệu , tiếng thơ khơi - Tạ ơn mẹ, tạ ơn Người sinh trưởng . - Mang ơn mẹ, mang ơn nhiều vô lượng - Lời ru xưa âm hưởng chẳng phai tàn . - Thu lại về….vàng lá rụng ngoài sân - Con viễn xứ chạnh lòng thương nhớ mẹ . - Hoàng hôn xuống chuông chùa ngân nhè nhẹ - Kinh Vu Lan trầm ấm vọng vang lời - Dù mai nay đời chia rẻ đôi nơi - Con vẫn nhớ tiếng ru hời của mẹ.|https://lh6.googleusercontent.com/-xHi2fnyJB84/UmitZ88OH5I/AAAAAAAAAE4/gP8TW5mLDW8/s519/phatphapungdung24102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-TiengRuHoiCuaMe.mp4
480|Tiếng Ru Hời Của Mẹ - Thích Phước Tiến|Tiếng Ru Hời Của Mẹ - ĐĐ. Thích Phước Tiến|Đạo Lý Gia Đình|ĐĐ: Thích Phước Tiến|2013|Bài pháp thoại Tiếng Ru Hời Của Mẹ do Đại Đức Thích Phước Tiến thuyết giảng.'' Gió mùa thu mẹ ru con ngủ - Năm canh chày thức đủ trọn năm.'' - Lời Mẹ ru dìu dặt tựa dương cầm - Đưa con trẻ âm thầm vào giấc ngủ … - Mẹ ru con… cho cúc vàng chớm nụ - Cho đêm sang nhắn nhủ gió thu về. - Mẹ ru tình chan chứa một vùng quê - Từng đêm ánh trăng về soi bóng mẹ. - Mẹ ru con trong chuỗi ngày thơ bé - Võng đong đưa theo tiếng mẹ ru hời . - Khi bên trời lác đác giọt sương rơi - Mẹ vẫn thức ngồi ru con đêm vắng . - Ôi bóng mẹ như tượng thần lẳng lặng - Nhìn con thơ trong giấc ngủ say nồng . - Đêm muôn trùng tình mẹ ngát mênh mông - Trăng thổn thức soi tấm lòng của mẹ . - Mắt mẹ hiền dấu chân chim đã kẽ - Thời gian trôi tóc mẹ đã phai màu - Bàn tay gầy hằn những vết lo âu - Vì đời mẹ dãi dầu bao khuya sớm . - Dòng sữa mẹ nuôi đời con khôn lớn - Thương con thơ lòng chẳng gợn ưu phiền. - Ôi ngọt ngào dòng sữa mẹ thiêng liêng ! - Cho con uống đượm khắp miền thân thể . - Ân tình mẹ rộng sâu như trời bể - Ngàn lời thơ chẳng kể hết ơn Người - Mượn cung đàn muôn điệu , tiếng thơ khơi - Tạ ơn mẹ, tạ ơn Người sinh trưởng . - Mang ơn mẹ, mang ơn nhiều vô lượng - Lời ru xưa âm hưởng chẳng phai tàn . - Thu lại về….vàng lá rụng ngoài sân - Con viễn xứ chạnh lòng thương nhớ mẹ . - Hoàng hôn xuống chuông chùa ngân nhè nhẹ - Kinh Vu Lan trầm ấm vọng vang lời - Dù mai nay đời chia rẻ đôi nơi - Con vẫn nhớ tiếng ru hời của mẹ.|https://lh6.googleusercontent.com/-xHi2fnyJB84/UmitZ88OH5I/AAAAAAAAAE4/gP8TW5mLDW8/s519/phatphapungdung24102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-TiengRuHoiCuaMe.mp3
481|Biển Trời Tình Cha - Thích Phước Tiến|Biển Trời Tình Cha - ĐĐ. Thích Phước Tiến|Đạo Lý Gia Đình|ĐĐ: Thích Phước Tiến|2013|Từ nội dung bài hát Biển Trời Tình Cha thiết tha, đong đầy cảm xúc của người con khi nhớ về cha già, Đại đức đã nói lên những ý nghĩa nhân văn ẩn chứa trong đó. Cha cả cuộc đời hy sinh vì con nhưng tình yêu ấy thể hiện thật vụng về, không mềm mại như mẹ hiền nên đôi khi con không hiểu, cứ nghĩ cha nghiêm khắc, không thương yêu mình. Nhưng nếu thiếu sự dạy dỗ ấy, nếu cha không tay lấm chân bùn, áo vá vai, da sạm đi vì nắng gió, vì những lo toan thì làm sao những người con vô lo lại được cắp sách đến trường trong bộ quần áo tươm tất. Thế nhưng, chúng ta nào có biết. Để một ngày, mất cha rồi, đời con “nghèo” biết mấy: “Còn cha gót đỏ như son - Một mai cha mất gót con đen sì”|https://lh6.googleusercontent.com/-xLoQYzZWZzk/Umit48MWy4I/AAAAAAAAAFA/06uwGTE0GsA/s519/phatphapungdung24102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-BienTroiTinhcha.mp4
482|Biển Trời Tình Cha - Thích Phước Tiến|Biển Trời Tình Cha - ĐĐ. Thích Phước Tiến|Đạo Lý Gia Đình|ĐĐ: Thích Phước Tiến|2013|Từ nội dung bài hát Biển Trời Tình Cha thiết tha, đong đầy cảm xúc của người con khi nhớ về cha già, Đại đức đã nói lên những ý nghĩa nhân văn ẩn chứa trong đó. Cha cả cuộc đời hy sinh vì con nhưng tình yêu ấy thể hiện thật vụng về, không mềm mại như mẹ hiền nên đôi khi con không hiểu, cứ nghĩ cha nghiêm khắc, không thương yêu mình. Nhưng nếu thiếu sự dạy dỗ ấy, nếu cha không tay lấm chân bùn, áo vá vai, da sạm đi vì nắng gió, vì những lo toan thì làm sao những người con vô lo lại được cắp sách đến trường trong bộ quần áo tươm tất. Thế nhưng, chúng ta nào có biết. Để một ngày, mất cha rồi, đời con “nghèo” biết mấy: “Còn cha gót đỏ như son - Một mai cha mất gót con đen sì”|https://lh6.googleusercontent.com/-xLoQYzZWZzk/Umit48MWy4I/AAAAAAAAAFA/06uwGTE0GsA/s519/phatphapungdung24102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-BienTroiTinhcha.mp3
483|Triết Lý Nhân Quả - Philosophy Of Karma Retribution - Thích Phước Tiến|Triết Lý Nhân Quả - Philosophy Of Karma Retribution - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2013|"<div justify;""="""">Triết lý nhân quả của nhà Phật, nói đủ là nhân-duyên và quả là một triết lý mang tính khoa học, qui luật tự nhiên của vũ trụ, không mang tính chất hình thức của sự thưởng phạt từ một đấng quyền năng nào. Hiểu vậy, trong cuộc sống, chúng ta vui vẻ đón nhận những khổ đau bất thường xảy đến với mình như một kết quả do chính mình tạo nhân từ trước. Từ đó suy nghiệm ra, lý nhân quả chi phối cả vũ trụ nhân sinh. Nếu tin sâu nhân quả, chúng ta sẽ được thăng hoa trên đời sống tâm linh, trở nên hiền thiện đạo đức. Ngược lại, nếu không tin nhân quả, cuộc sống chúng ta trở nên liều lĩnh và càn bừa, bất chấp hậu quả.

Nói về lĩnh vực khoa học, từ nhân đến quả là sự chuyển biến tự nhiên. Đức Phật khám phá lý nhân quả cũng chính là khám phá lý khoa học tự nhiên để áp dụng tu hành, đạt đến lý tưởng siêu nhiên. Cho nên, Đạo Phật vừa mang tính khoa học tự nhiên, vừa là khoa học siêu nhiên như nhà bác học Einstein đã nói: “Đạo Phật là khoa học vừa mang tính tự nhiên vừa siêu nhiên”."|https://lh5.googleusercontent.com/--lzeRlk0FnY/Ux5ao8lbBaI/AAAAAAAAG94/VlzRrKU8g9k/s194/phatphapungdung11032014.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-TrietLyNhanQua-Sub.mp4
484|Triết Lý Nhân Quả - Philosophy Of Karma Retribution - Thích Phước Tiến|Triết Lý Nhân Quả - Philosophy Of Karma Retribution - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2013|"<div justify;""="""">Triết lý nhân quả của nhà Phật, nói đủ là nhân-duyên và quả là một triết lý mang tính khoa học, qui luật tự nhiên của vũ trụ, không mang tính chất hình thức của sự thưởng phạt từ một đấng quyền năng nào. Hiểu vậy, trong cuộc sống, chúng ta vui vẻ đón nhận những khổ đau bất thường xảy đến với mình như một kết quả do chính mình tạo nhân từ trước. Từ đó suy nghiệm ra, lý nhân quả chi phối cả vũ trụ nhân sinh. Nếu tin sâu nhân quả, chúng ta sẽ được thăng hoa trên đời sống tâm linh, trở nên hiền thiện đạo đức. Ngược lại, nếu không tin nhân quả, cuộc sống chúng ta trở nên liều lĩnh và càn bừa, bất chấp hậu quả.

Nói về lĩnh vực khoa học, từ nhân đến quả là sự chuyển biến tự nhiên. Đức Phật khám phá lý nhân quả cũng chính là khám phá lý khoa học tự nhiên để áp dụng tu hành, đạt đến lý tưởng siêu nhiên. Cho nên, Đạo Phật vừa mang tính khoa học tự nhiên, vừa là khoa học siêu nhiên như nhà bác học Einstein đã nói: “Đạo Phật là khoa học vừa mang tính tự nhiên vừa siêu nhiên”."|https://lh5.googleusercontent.com/--lzeRlk0FnY/Ux5ao8lbBaI/AAAAAAAAG94/VlzRrKU8g9k/s194/phatphapungdung11032014.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-TrietLyNhanQua.mp3
485|Đánh Thức Lương Tâm - Thích Phước Tiến|Đánh Thức Lương Tâm - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2013|Qua bài pháp thoại Đánh Thức Lương Tâm chúng ta thấy đây là chủ đề rất cần thiết hiện nay đối với con người ngoài xã hội. Lương tâm là tiếng nói vô hình trong tâm hồn con người, thúc giục con người làm điều thiện, tránh điều ác. Mà trong mỗi con người chúng ta ai cũng có cái gọi là lương tâm này.|https://lh6.googleusercontent.com/-aw5zpduek3A/Umiv-lv7AzI/AAAAAAAAAFQ/LmWhyOiImG4/s519/phatphapungdung24102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-DanhThucLuongTam.mp4
486|Đánh Thức Lương Tâm - Thích Phước Tiến|Đánh Thức Lương Tâm - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2013|Qua bài pháp thoại Đánh Thức Lương Tâm chúng ta thấy đây là chủ đề rất cần thiết hiện nay đối với con người ngoài xã hội. Lương tâm là tiếng nói vô hình trong tâm hồn con người, thúc giục con người làm điều thiện, tránh điều ác. Mà trong mỗi con người chúng ta ai cũng có cái gọi là lương tâm này.|https://lh6.googleusercontent.com/-aw5zpduek3A/Umiv-lv7AzI/AAAAAAAAAFQ/LmWhyOiImG4/s519/phatphapungdung24102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-DanhThucLuongTam.mp3
487|Ma Chướng - Ghost Obstacles - KT32 - Thích Phước Tiến|Ma Chướng - Phần 1 - Ghost Obstacles - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2013|"Nếu trong “Ma chướng (P1)"", Thầy nói về những chướng duyên cơ bản trong đời sống xã giao thông thường thì với bài pháp thoại ở ma chướng phần 2, Đại đức bàn về 10 loại ma chướng đối với những người dụng công tu tập. Đó là ""ma oan nghiệt nhiều đời; ma bên ngoài đến làm mê hoặc; ma phiền não; ma sở tri; ma tà kiến; ma vọng tưởng; ma khẩu nghiệp; ma bệnh khổ; ma ngủ; Thiên ma"". Đây chính là những thuận cảnh và nghịch cảnh, làm cản trở con đường tu tập của cả người xuất gia lẫn tại gia. Sau khi phân tích về các loại ma, Thầy động viên các Phật tử hãy cố gắng vượt qua tất cả các ma chướng ấy để tiến tu trên con đường giải thoát."|https://lh6.googleusercontent.com/-Ym7y16rWrUY/UmiwncqMcrI/AAAAAAAAAFY/1St4C0cPZTQ/s389/phatphapungdung24102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm2/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-MaChuong1-Sub.mp4
488|Ma Chướng - Ghost Obstacles - KT32 - Thích Phước Tiến|Ma Chướng - Phần 2 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2013|"Nếu trong “Ma chướng (P1)"", Thầy nói về những chướng duyên cơ bản trong đời sống xã giao thông thường thì với bài pháp thoại ở ma chướng phần 2, Đại đức bàn về 10 loại ma chướng đối với những người dụng công tu tập. Đó là ""ma oan nghiệt nhiều đời; ma bên ngoài đến làm mê hoặc; ma phiền não; ma sở tri; ma tà kiến; ma vọng tưởng; ma khẩu nghiệp; ma bệnh khổ; ma ngủ; Thiên ma"". Đây chính là những thuận cảnh và nghịch cảnh, làm cản trở con đường tu tập của cả người xuất gia lẫn tại gia. Sau khi phân tích về các loại ma, Thầy động viên các Phật tử hãy cố gắng vượt qua tất cả các ma chướng ấy để tiến tu trên con đường giải thoát."|https://lh6.googleusercontent.com/-Ym7y16rWrUY/UmiwncqMcrI/AAAAAAAAAFY/1St4C0cPZTQ/s389/phatphapungdung24102013.jpg|Video|2|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/KhoaTuAnLac/KT32-MaChuongPhan2-ThichPhuocTien.mp4
489|Ma Chướng - Ghost Obstacles - KT32 - Thích Phước Tiến|Ma Chướng - Phần 1 - Ghost Obstacles - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2013|"Nếu trong “Ma chướng (P1)"", Thầy nói về những chướng duyên cơ bản trong đời sống xã giao thông thường thì với bài pháp thoại ở ma chướng phần 2, Đại đức bàn về 10 loại ma chướng đối với những người dụng công tu tập. Đó là ""ma oan nghiệt nhiều đời; ma bên ngoài đến làm mê hoặc; ma phiền não; ma sở tri; ma tà kiến; ma vọng tưởng; ma khẩu nghiệp; ma bệnh khổ; ma ngủ; Thiên ma"". Đây chính là những thuận cảnh và nghịch cảnh, làm cản trở con đường tu tập của cả người xuất gia lẫn tại gia. Sau khi phân tích về các loại ma, Thầy động viên các Phật tử hãy cố gắng vượt qua tất cả các ma chướng ấy để tiến tu trên con đường giải thoát."|https://lh6.googleusercontent.com/-Ym7y16rWrUY/UmiwncqMcrI/AAAAAAAAAFY/1St4C0cPZTQ/s389/phatphapungdung24102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-MaChuong.mp3
490|Ma Chướng - Ghost Obstacles - KT32 - Thích Phước Tiến|Ma Chướng - Phần 2 - ĐĐ. Thích Phước Tiến|Chuyên Đề Phật Học|ĐĐ: Thích Phước Tiến|2013|"Nếu trong “Ma chướng (P1)"", Thầy nói về những chướng duyên cơ bản trong đời sống xã giao thông thường thì với bài pháp thoại ở ma chướng phần 2, Đại đức bàn về 10 loại ma chướng đối với những người dụng công tu tập. Đó là ""ma oan nghiệt nhiều đời; ma bên ngoài đến làm mê hoặc; ma phiền não; ma sở tri; ma tà kiến; ma vọng tưởng; ma khẩu nghiệp; ma bệnh khổ; ma ngủ; Thiên ma"". Đây chính là những thuận cảnh và nghịch cảnh, làm cản trở con đường tu tập của cả người xuất gia lẫn tại gia. Sau khi phân tích về các loại ma, Thầy động viên các Phật tử hãy cố gắng vượt qua tất cả các ma chướng ấy để tiến tu trên con đường giải thoát."|https://lh6.googleusercontent.com/-Ym7y16rWrUY/UmiwncqMcrI/AAAAAAAAAFY/1St4C0cPZTQ/s389/phatphapungdung24102013.jpg|Audio|2|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/KhoaTuAnLac/KT32-MaChuongPhan2-ThichPhuocTien.mp3
491|Vượt Lên Nỗi Đau - Thích Phước Tiến|Vượt Lên Nỗi Đau - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2013|"Nhiều khi để chạy trốn vượt lên nỗi đau, ta đã vô tình gây ra biết bao nhiêu nỗi đau khác…“Cách duy nhất để vượt lên nỗi đau không phải là chạy trốn mà là đối mặt với nỗi đau đó!”. .....Trong đời không ít lần bạn phải đối diện với những chuyện buồn, những vết thương lòng. khi đối diện trước những nỗi khổ niềm đau, con người thường sợ hãi trốn chạy thực tại vì cho rằng thực tại này là khổ đau nhưng bạn không thể né tránh tất cả những biến cố xảy đến...""cuộc đời nó không bao giờ thay đổi vì mình, chỉ có mình tự thay đổi để hòa nhập với nó mà thôi"" ... Ai cũng đã trải qua những lần vấp ngã, đau khổ ...khi vấp ngã khiến bạn đau đớn nhưng bạn phải tự mình đứng lên ,đối diện với chúng thay vì bạn cứ lẩn tránh và chạy trốn ...sau những nỗi đau đó bạn phải tiếp tục bước đi, tiếp tục cuộc sống này. bạn luôn phải cố gắng vượt qua để rồi có thể sống tốt hơn . Bởi lẽ bên bạn luôn có gia đình, những người thân, bạn bè… họ luôn sẵn sàng bên cạnh bạn mọi lúc, mọi nơi dù cho đó là niềm vui hay là nỗi buồn, bão tố họ sẽ cùng ta vượt qua..."|https://lh5.googleusercontent.com/-_-xT9r3vvn4/UmixX8M1BqI/AAAAAAAAAFg/F6BJiC5mT0M/s389/phatphapungdung24102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-VuotLenNoiDau.mp4
492|Vượt Lên Nỗi Đau - Thích Phước Tiến|Vượt Lên Nỗi Đau - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2013|"Nhiều khi để chạy trốn vượt lên nỗi đau, ta đã vô tình gây ra biết bao nhiêu nỗi đau khác…“Cách duy nhất để vượt lên nỗi đau không phải là chạy trốn mà là đối mặt với nỗi đau đó!”. .....Trong đời không ít lần bạn phải đối diện với những chuyện buồn, những vết thương lòng. khi đối diện trước những nỗi khổ niềm đau, con người thường sợ hãi trốn chạy thực tại vì cho rằng thực tại này là khổ đau nhưng bạn không thể né tránh tất cả những biến cố xảy đến...""cuộc đời nó không bao giờ thay đổi vì mình, chỉ có mình tự thay đổi để hòa nhập với nó mà thôi"" ... Ai cũng đã trải qua những lần vấp ngã, đau khổ ...khi vấp ngã khiến bạn đau đớn nhưng bạn phải tự mình đứng lên ,đối diện với chúng thay vì bạn cứ lẩn tránh và chạy trốn ...sau những nỗi đau đó bạn phải tiếp tục bước đi, tiếp tục cuộc sống này. bạn luôn phải cố gắng vượt qua để rồi có thể sống tốt hơn . Bởi lẽ bên bạn luôn có gia đình, những người thân, bạn bè… họ luôn sẵn sàng bên cạnh bạn mọi lúc, mọi nơi dù cho đó là niềm vui hay là nỗi buồn, bão tố họ sẽ cùng ta vượt qua..."|https://lh5.googleusercontent.com/-_-xT9r3vvn4/UmixX8M1BqI/AAAAAAAAAFg/F6BJiC5mT0M/s389/phatphapungdung24102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-VuotLenNoiDau.mp3
493|Vượt Qua Chính Mình - Thích Phước Tiến|Vượt Qua Chính Mình - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2013|Qua bài pháp thoại Vượt qua chính mình chúng ta thấy để vượt qua bản thân là điều khó nhất. Bạn sẽ rất thành công nếu chạm vào được trái tim người khác. Điều gì xuất phát từ trái tim sẽ đi đến trái tim. Cuộc sống sẽ không bất công với ai hết. Vì thế dù trong bất cứ hoàn cảnh nào đừng để chúng ta làm việc gì sai lầm. |https://lh3.googleusercontent.com/-lh-XXXRzSbA/Umix9c9pZ3I/AAAAAAAAAFo/p0KV3ENThzI/s389/phatphapungdung24102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-VuotQuaChinhMinh.mp4
494|Vượt Qua Chính Mình - Thích Phước Tiến|Vượt Qua Chính Mình - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2013|Qua bài pháp thoại Vượt qua chính mình chúng ta thấy để vượt qua bản thân là điều khó nhất. Bạn sẽ rất thành công nếu chạm vào được trái tim người khác. Điều gì xuất phát từ trái tim sẽ đi đến trái tim. Cuộc sống sẽ không bất công với ai hết. Vì thế dù trong bất cứ hoàn cảnh nào đừng để chúng ta làm việc gì sai lầm. |https://lh3.googleusercontent.com/-lh-XXXRzSbA/Umix9c9pZ3I/AAAAAAAAAFo/p0KV3ENThzI/s389/phatphapungdung24102013.jpg|Audio|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP3/ThichPhuocTien/ThichPhuocTien-VuotQuaChinhMinh.mp3
495|Làm Người Khó - Thích Phước Tiến|Làm Người Khó - ĐĐ. Thích Phước Tiến|Đạo Phật Xã Hội|ĐĐ: Thích Phước Tiến|2013|Ngày xưa, nhà hiền triết có một không hai phương Đông – Khổng Tử đã nói một câu chí lý. Vị nhân nan, làm người thì khó! Lời nói này ngàn xưa cho đến bây giờ luôn luôn được coi như là một khuôn vàng thước ngọc, một định luật bất dịch trong kiếp sống con người. Đã sinh ra làm người tự nhiên vấn đề đạo đức đã khép chặt vào đời sống, con người tự dính liền vào bản ngã thiên nhiên. Vấn đề đạo đức trở thành một vấn đề tối yếu cho riêng mỗi con người. Không thể vì một lý do này hay một lý do khác con người có thể đặt cho mình một giới hạn của đạo đức, cuộc sống con người cũng không thể tách rời ra khỏi hai tiếng đơn sơ ấy.|https://lh6.googleusercontent.com/-OYl1AluVzIU/UmiyT_GyTHI/AAAAAAAAAFw/C3qD9IMpcYQ/s389/phatphapungdung24102013.jpg|Video|1|http://phapam.phatphapungdung.com/PhapAm1/buddhist/MP4/ThichPhuocTien/ThichPhuocTien-LamNguoiKho.mp4
